"Loan_ID","Gender","Married","Dependents","Education","Self_Employed","ApplicantIncome","CoapplicantIncome","LoanAmount","Loan_Amount_Term","Credit_History","Property_Area","Loan_Status"
"LP001228","Male","No","0","Not Graduate","No","3200","2254.0","126.0","180.0","0.0","Urban","N"
"LP001238","Male","Yes","3+","Not Graduate","Yes","7100","0.0","125.0","60.0","1.0","Urban","Y"
"LP001241","Female","No","0","Graduate","No","4300","0.0","136.0","360.0","0.0","Semiurban","N"
"LP001245","Male","Yes","2","Not Graduate","Yes","1875","1875.0","97.0","360.0","1.0","Semiurban","Y"
"LP001248","Male","No","0","Graduate","No","3500","0.0","81.0","300.0","1.0","Semiurban","Y"
"LP001250","Male","Yes","3+","Not Graduate","No","4755","0.0","95.0","","0.0","Semiurban","N"
"LP001255","Male","No","0","Graduate","No","3750","0.0","113.0","480.0","1.0","Urban","N"
"LP001259","Male","Yes","1","Graduate","Yes","1000","3022.0","110.0","360.0","1.0","Urban","N"
"LP001264","Male","Yes","3+","Not Graduate","Yes","3333","2166.0","130.0","360.0","","Semiurban","Y"
"LP001265","Female","No","0","Graduate","No","3846","0.0","111.0","360.0","1.0","Semiurban","Y"
"LP001275","Male","Yes","1","Graduate","No","3988","0.0","50.0","240.0","1.0","Urban","Y"
"LP001279","Male","No","0","Graduate","No","2366","2531.0","136.0","360.0","1.0","Semiurban","Y"
"LP001280","Male","Yes","2","Not Graduate","No","3333","2000.0","99.0","360.0","","Semiurban","Y"
"LP001282","Male","Yes","0","Graduate","No","2500","2118.0","104.0","360.0","1.0","Semiurban","Y"
"LP001316","Male","Yes","0","Graduate","No","2958","2900.0","131.0","360.0","1.0","Semiurban","Y"
"LP001319","Male","Yes","2","Not Graduate","No","3273","1820.0","81.0","360.0","1.0","Urban","Y"
"LP001322","Male","No","0","Graduate","No","4133","0.0","122.0","360.0","1.0","Semiurban","Y"
"LP001325","Male","No","0","Not Graduate","No","3620","0.0","25.0","120.0","1.0","Semiurban","Y"
"LP001327","Female","Yes","0","Graduate","No","2484","2302.0","137.0","360.0","1.0","Semiurban","Y"
"LP001333","Male","Yes","0","Graduate","No","1977","997.0","50.0","360.0","1.0","Semiurban","Y"
"LP001334","Male","Yes","0","Not Graduate","No","4188","0.0","115.0","180.0","1.0","Semiurban","Y"
"LP001343","Male","Yes","0","Graduate","No","1759","3541.0","131.0","360.0","1.0","Semiurban","Y"
"LP001345","Male","Yes","2","Not Graduate","No","4288","3263.0","133.0","180.0","1.0","Urban","Y"
"LP001367","Male","Yes","1","Graduate","No","3052","1030.0","100.0","360.0","1.0","Urban","Y"
"LP001370","Male","No","0","Not Graduate","","7333","0.0","120.0","360.0","1.0","Rural","N"
"LP001384","Male","Yes","3+","Not Graduate","No","2071","754.0","94.0","480.0","1.0","Semiurban","Y"
"LP001385","Male","No","0","Graduate","No","5316","0.0","136.0","360.0","1.0","Urban","Y"
"LP001387","Female","Yes","0","Graduate","","2929","2333.0","139.0","360.0","1.0","Semiurban","Y"
"LP001398","Male","No","0","Graduate","","5050","0.0","118.0","360.0","1.0","Semiurban","Y"
"LP001405","Male","Yes","1","Graduate","No","2214","1398.0","85.0","360.0","","Urban","Y"
"LP001430","Female","No","0","Graduate","No","4166","0.0","44.0","360.0","1.0","Semiurban","Y"
"LP001431","Female","No","0","Graduate","No","2137","8980.0","137.0","360.0","0.0","Semiurban","Y"
"LP001432","Male","Yes","2","Graduate","No","2957","0.0","81.0","360.0","1.0","Semiurban","Y"
"LP001443","Female","No","0","Graduate","No","3692","0.0","93.0","360.0","","Rural","Y"
"LP001473","Male","No","0","Graduate","No","2014","1929.0","74.0","360.0","1.0","Urban","Y"
"LP001478","Male","No","0","Graduate","No","2718","0.0","70.0","360.0","1.0","Semiurban","Y"
"LP001482","Male","Yes","0","Graduate","Yes","3459","0.0","25.0","120.0","1.0","Semiurban","Y"
"LP001487","Male","No","0","Graduate","No","4895","0.0","102.0","360.0","1.0","Semiurban","Y"
"LP001489","Female","Yes","0","Graduate","No","4583","0.0","84.0","360.0","1.0","Rural","N"
"LP001491","Male","Yes","2","Graduate","Yes","3316","3500.0","88.0","360.0","1.0","Urban","Y"
"LP001493","Male","Yes","2","Not Graduate","No","4200","1430.0","129.0","360.0","1.0","Rural","N"
"LP001507","Male","Yes","0","Graduate","No","2698","2034.0","122.0","360.0","1.0","Semiurban","Y"
"LP001514","Female","Yes","0","Graduate","No","2330","4486.0","100.0","360.0","1.0","Semiurban","Y"
"LP001518","Male","Yes","1","Graduate","No","1538","1425.0","30.0","360.0","1.0","Urban","Y"
"LP001520","Male","Yes","0","Graduate","No","4860","830.0","125.0","360.0","1.0","Semiurban","Y"
"LP001528","Male","No","0","Graduate","No","6277","0.0","118.0","360.0","0.0","Rural","N"
"LP001532","Male","Yes","2","Not Graduate","No","2281","0.0","113.0","360.0","1.0","Rural","N"
"LP001535","Male","No","0","Graduate","No","3254","0.0","50.0","360.0","1.0","Urban","Y"
