"Loan_ID","Gender","Married","Dependents","Education","Self_Employed","ApplicantIncome","CoapplicantIncome","LoanAmount","Loan_Amount_Term","Credit_History","Property_Area","Loan_Status"
"LP002723","Male","No","2","Graduate","No","3588","0.0","110.0","360.0","0.0","Rural","N"
"LP002732","Male","No","0","Not Graduate","","2550","2042.0","126.0","360.0","1.0","Rural","Y"
"LP002738","Male","No","2","Graduate","No","3617","0.0","107.0","360.0","1.0","Semiurban","Y"
"LP002739","Male","Yes","0","Not Graduate","No","2917","536.0","66.0","360.0","1.0","Rural","N"
"LP002741","Female","Yes","1","Graduate","No","4608","2845.0","140.0","180.0","1.0","Semiurban","Y"
"LP002743","Female","No","0","Graduate","No","2138","0.0","99.0","360.0","0.0","Semiurban","N"
"LP002753","Female","No","1","Graduate","","3652","0.0","95.0","360.0","1.0","Semiurban","Y"
"LP002755","Male","Yes","1","Not Graduate","No","2239","2524.0","128.0","360.0","1.0","Urban","Y"
"LP002757","Female","Yes","0","Not Graduate","No","3017","663.0","102.0","360.0","","Semiurban","Y"
"LP002768","Male","No","0","Not Graduate","No","3358","0.0","80.0","36.0","1.0","Semiurban","N"
"LP002772","Male","No","0","Graduate","No","2526","1783.0","145.0","360.0","1.0","Rural","Y"
"LP002776","Female","No","0","Graduate","No","5000","0.0","103.0","360.0","0.0","Semiurban","N"
"LP002777","Male","Yes","0","Graduate","No","2785","2016.0","110.0","360.0","1.0","Rural","Y"
"LP002789","Male","Yes","0","Graduate","No","3593","4266.0","132.0","180.0","0.0","Rural","N"
"LP002792","Male","Yes","1","Graduate","No","5468","1032.0","26.0","360.0","1.0","Semiurban","Y"
"LP002794","Female","No","0","Graduate","No","2667","1625.0","84.0","360.0","","Urban","Y"
"LP002807","Male","Yes","2","Not Graduate","No","3675","242.0","108.0","360.0","1.0","Semiurban","Y"
"LP002821","Male","No","0","Not Graduate","Yes","5800","0.0","132.0","360.0","1.0","Semiurban","Y"
"LP002833","Male","Yes","0","Not Graduate","No","4467","0.0","120.0","360.0","","Rural","Y"
"LP002836","Male","No","0","Graduate","No","3333","0.0","70.0","360.0","1.0","Urban","Y"
"LP002837","Male","Yes","3+","Graduate","No","3400","2500.0","123.0","360.0","0.0","Rural","N"
"LP002840","Female","No","0","Graduate","No","2378","0.0","9.0","360.0","1.0","Urban","N"
"LP002841","Male","Yes","0","Graduate","No","3166","2064.0","104.0","360.0","0.0","Urban","N"
"LP002863","Male","Yes","3+","Graduate","No","6406","0.0","150.0","360.0","1.0","Semiurban","N"
"LP002868","Male","Yes","2","Graduate","No","3159","461.0","108.0","84.0","1.0","Urban","Y"
"LP002872","","Yes","0","Graduate","No","3087","2210.0","136.0","360.0","0.0","Semiurban","N"
"LP002874","Male","No","0","Graduate","No","3229","2739.0","110.0","360.0","1.0","Urban","Y"
"LP002877","Male","Yes","1","Graduate","No","1782","2232.0","107.0","360.0","1.0","Rural","Y"
"LP002893","Male","No","0","Graduate","No","1836","33837.0","90.0","360.0","1.0","Urban","N"
"LP002894","Female","Yes","0","Graduate","No","3166","0.0","36.0","360.0","1.0","Semiurban","Y"
"LP002898","Male","Yes","1","Graduate","No","1880","0.0","61.0","360.0","","Rural","N"
"LP002911","Male","Yes","1","Graduate","No","2787","1917.0","146.0","360.0","0.0","Rural","N"
"LP002916","Male","Yes","0","Graduate","No","2297","1522.0","104.0","360.0","1.0","Urban","Y"
"LP002917","Female","No","0","Not Graduate","No","2165","0.0","70.0","360.0","1.0","Semiurban","Y"
"LP002925","","No","0","Graduate","No","4750","0.0","94.0","360.0","1.0","Semiurban","Y"
"LP002926","Male","Yes","2","Graduate","Yes","2726","0.0","106.0","360.0","0.0","Semiurban","N"
"LP002928","Male","Yes","0","Graduate","No","3000","3416.0","56.0","180.0","1.0","Semiurban","Y"
"LP002936","Male","Yes","0","Graduate","No","3859","3300.0","142.0","180.0","1.0","Rural","Y"
"LP002940","Male","No","0","Not Graduate","No","3833","0.0","110.0","360.0","1.0","Rural","Y"
"LP002943","Male","No","","Graduate","No","2987","0.0","88.0","360.0","0.0","Semiurban","N"
"LP002953","Male","Yes","3+","Graduate","No","5703","0.0","128.0","360.0","1.0","Urban","Y"
"LP002974","Male","Yes","0","Graduate","No","3232","1950.0","108.0","360.0","1.0","Rural","Y"
"LP002978","Female","No","0","Graduate","No","2900","0.0","71.0","360.0","1.0","Rural","Y"
"LP002979","Male","Yes","3+","Graduate","No","4106","0.0","40.0","180.0","1.0","Rural","Y"
"LP002990","Female","No","0","Graduate","Yes","4583","0.0","133.0","360.0","0.0","Semiurban","N"
